XCoord,YCoord,OBJECTID,CLASS,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_9,BAND_10,BAND_11,BAND_12,BAND_13,BAND_14,BAND_15,BAND_16
8086817.80540000,2634085.37130000,259,2,142,117,139,49,95,78,93,33,3,3,3,1,426,345,414,156
8073095.57270000,2638284.78980000,260,2,150,94,115,55,100,63,77,37,6,4,4,2,900,425,472,263
8081352.49710000,2636132.78900000,261,2,148,104,142,60,99,69,95,40,6,5,6,3,888,652,800,390
8081097.42390000,2634987.86490000,262,2,150,121,150,57,100,81,100,38,6,5,6,3,900,759,900,384
8073147.42350000,2638228.01430000,263,2,150,103,124,53,100,69,83,36,4,4,4,2,600,440,496,245
8086801.80560000,2634084.76690000,264,2,132,117,139,49,88,78,93,33,3,3,3,1,396,348,414,155
8073122.58210000,2638258.97700000,265,2,148,100,124,55,99,67,83,37,5,4,4,2,740,449,496,264
8070859.44300000,2644297.68540000,266,2,127,32,0,44,85,22,0,29,3,1,0,1,381,97,0,135
8081729.00850000,2628224.03390000,267,2,150,103,136,59,100,69,91,40,3,2,3,1,450,326,390,200
8086798.31620000,2634128.47860000,268,2,148,116,139,52,99,78,93,35,3,2,3,1,444,340,414,160
8081967.72920000,2631364.36050000,269,2,147,109,136,56,98,73,91,37,5,4,5,2,735,580,620,344
8070019.24740000,2644466.66170000,270,2,85,51,51,48,57,34,34,32,4,2,3,2,340,209,196,203
8086794.18990000,2634080.63220000,271,2,144,117,139,49,96,78,93,33,2,3,3,1,288,353,414,158
8080717.76070000,2634678.09440000,272,2,150,125,150,54,100,84,100,36,6,5,5,2,900,711,750,337
8073093.46140000,2638281.19070000,273,2,148,95,118,55,99,63,79,37,6,4,4,2,888,436,484,267
8070861.15750000,2644297.20170000,274,2,127,32,0,44,85,22,0,29,3,1,0,1,381,97,0,135
8087047.05960000,2656739.98630000,275,2,150,78,100,59,100,52,67,40,4,3,4,2,600,316,400,247
8086779.70240000,2634122.07750000,276,2,99,117,139,52,66,78,93,35,3,2,3,1,297,345,417,160
8080834.32970000,2635725.14580000,277,2,148,127,150,49,99,85,100,33,7,6,6,3,1036,839,900,382
8070794.79540000,2644248.60560000,278,2,79,48,52,46,53,32,35,31,3,2,3,2,237,143,152,141
8080716.35750000,2634694.84240000,279,2,150,127,150,52,100,85,100,35,6,5,6,2,900,730,882,332
8081724.96240000,2628232.66880000,280,2,141,104,138,59,94,70,92,39,3,2,3,1,423,324,387,197
8084263.29890000,2646957.86030000,281,2,144,22,0,46,96,14,0,31,6,1,0,3,864,136,0,307
8081735.25640000,2628222.13290000,282,2,150,101,135,60,100,67,90,40,3,2,3,1,450,322,384,202
8080834.97140000,2635720.73810000,283,2,150,128,150,48,100,86,100,32,8,6,6,3,1200,843,900,376
8086793.91010000,2634080.92200000,284,2,144,117,139,49,96,78,93,33,2,3,3,1,288,353,414,158
8080833.98670000,2635711.13800000,285,2,150,128,150,48,100,86,100,32,8,6,6,3,1200,843,900,376
8081734.34860000,2628227.64900000,286,2,150,103,136,59,100,69,91,40,3,2,3,1,450,326,390,200
8070153.50740000,2644469.59330000,287,2,123,44,33,48,82,30,22,32,5,2,4,2,615,202,136,222
8086786.53070000,2634080.17570000,288,2,144,117,139,49,96,78,93,33,2,3,3,1,288,353,414,158
8087046.88440000,2656743.80740000,289,2,150,78,100,59,100,52,67,39,4,3,4,2,600,323,408,247
8080716.34630000,2634675.04720000,290,2,150,125,150,54,100,84,100,36,6,5,5,2,900,711,750,337
8081092.79640000,2634987.76980000,291,2,150,123,150,56,100,82,100,37,6,5,6,2,900,761,900,365
8081328.43700000,2636072.81500000,292,2,150,116,147,55,100,78,98,37,7,5,6,2,1050,714,870,350
8081351.83540000,2636131.17950000,293,2,148,104,142,60,99,69,95,40,6,5,6,3,888,652,800,390
8086814.54090000,2634089.11790000,294,2,142,117,139,49,95,78,93,33,3,3,3,1,426,345,414,156
8083255.75130000,2655475.09500000,295,2,130,52,0,59,87,35,0,40,12,4,0,5,1560,443,0,575
8081707.42150000,2628276.04430000,296,2,150,109,141,58,100,73,94,39,3,2,3,1,450,330,408,189
8081708.01200000,2628218.12510000,297,2,147,101,135,60,98,67,90,40,3,2,3,1,441,313,378,197
8084266.99640000,2646946.64150000,298,2,148,22,0,46,99,14,0,31,6,1,0,3,888,136,0,307
8084607.16570000,2646471.87370000,299,2,150,108,142,57,100,72,95,38,9,7,8,3,1350,902,1088,490
8069865.17520000,2660913.42340000,300,2,82,59,31,63,55,39,21,42,5,3,3,3,410,326,138,375
8085763.35550000,2655212.99770000,301,3,34,22,0,42,23,15,0,28,7,2,0,3,238,144,0,297
8090033.88280000,2659776.88630000,302,3,138,41,0,52,92,28,0,35,11,3,0,3,1518,278,0,402
8081942.18150000,2638163.83750000,303,3,150,103,138,61,100,69,92,41,12,6,7,4,1800,865,981,611
8081944.71270000,2638171.76940000,304,3,150,104,139,61,100,70,93,41,9,6,7,4,1350,873,1000,603
8088101.52170000,2658526.47040000,305,3,148,88,123,66,99,58,82,44,13,6,6,6,1924,846,852,822
8074623.41020000,2639754.99860000,306,3,124,108,138,57,83,72,92,38,5,4,4,2,620,519,580,303
8075142.13680000,2637368.21850000,307,3,150,77,90,66,100,51,60,44,12,4,4,4,1800,528,435,541
8074619.14010000,2639766.67470000,308,3,124,108,138,57,83,72,92,38,5,4,4,2,620,519,580,303
8089906.54610000,2660140.38000000,309,3,130,39,0,51,87,26,0,34,5,2,0,2,650,163,0,217
8080004.32640000,2637623.13850000,310,3,150,75,93,70,100,50,62,46,3,3,3,3,450,378,450,370
8088131.64000000,2658522.07140000,311,3,147,88,123,66,98,59,82,44,20,6,6,6,2940,843,846,818
8070687.90100000,2631345.11690000,312,3,150,89,112,60,100,59,75,40,7,5,4,4,1050,585,536,515
8079997.70850000,2637733.63690000,313,3,145,90,132,66,97,60,88,44,5,3,5,2,725,437,558,332
8089912.71110000,2660143.87430000,314,3,130,39,0,51,87,26,0,34,5,2,0,2,650,163,0,217
8075179.63980000,2637363.19580000,315,3,150,62,43,65,100,41,29,44,12,4,3,4,1800,461,198,558
8070599.98350000,2631116.80030000,316,3,130,72,84,60,87,48,56,40,6,4,4,3,780,402,378,378
8090053.88310000,2659782.28720000,317,3,138,40,0,52,92,27,0,35,11,3,0,3,1518,269,0,403
8080678.35100000,2637467.66500000,318,3,150,79,97,64,100,53,65,43,6,5,6,4,900,606,621,546
8082241.68510000,2638296.96990000,319,3,97,99,135,62,65,66,90,42,4,7,8,5,388,960,1080,716
8075033.46730000,2637295.91870000,320,3,150,73,79,64,100,49,53,42,6,4,4,3,900,451,360,474
8070627.49250000,2631320.65870000,321,3,112,87,112,62,75,58,75,42,9,5,6,4,1008,600,600,509
8081944.58240000,2638167.13730000,322,3,150,103,138,61,100,69,92,41,12,6,7,4,1800,865,981,611
8089932.21800000,2660161.07700000,323,3,103,39,0,53,69,26,0,35,4,2,0,2,412,163,0,225
8075166.42670000,2637352.85390000,324,3,150,62,43,66,100,42,29,44,12,4,3,4,1800,465,225,560
8090042.93820000,2659769.28520000,325,3,138,41,0,52,92,27,0,35,11,3,0,3,1518,272,0,401
8088169.28280000,2658553.50970000,326,3,148,87,123,67,99,58,82,45,20,6,6,6,2960,825,816,822
8089937.30200000,2660167.04740000,327,3,103,39,0,53,69,26,0,35,4,2,0,2,412,163,0,225
8075042.04250000,2637295.49840000,328,3,150,74,81,64,100,49,54,43,7,4,4,4,1050,477,366,503
8088139.55420000,2658521.56800000,329,3,148,87,123,67,99,58,82,45,20,6,6,6,2960,831,824,822
8088128.50160000,2658523.91130000,330,3,147,88,123,66,98,59,82,44,20,6,6,6,2940,843,846,818
8082275.41890000,2638295.44940000,331,3,91,95,130,64,61,63,87,43,4,6,8,5,364,854,973,671
8074617.20300000,2639763.87190000,332,3,124,108,138,57,83,72,92,38,5,4,4,2,620,519,580,303
8081938.27580000,2638209.54260000,333,3,150,101,139,63,100,67,93,42,6,6,7,4,900,852,987,607
8075149.61000000,2637384.51080000,334,3,150,76,90,66,100,50,60,44,12,4,4,4,1800,527,426,544
8070694.42580000,2631319.52070000,335,3,150,95,118,57,100,64,79,38,9,5,4,4,1350,607,532,495
8079977.20810000,2637730.48460000,336,3,150,88,127,66,100,59,85,44,5,3,5,2,750,427,500,333
8089920.83630000,2660148.71680000,337,3,142,39,0,52,95,26,0,35,4,2,0,2,568,167,0,224
8075146.27510000,2637382.52820000,338,3,150,81,106,65,100,54,71,43,12,4,4,4,1800,547,450,535
8082263.96450000,2638294.67560000,339,3,93,94,130,64,62,63,87,43,4,6,8,5,372,872,973,694
8075123.33400000,2637384.65360000,340,3,145,85,114,64,97,57,76,43,10,4,4,4,1450,561,450,526
8081946.79450000,2638201.25480000,341,3,150,102,139,62,100,68,93,41,6,6,7,4,900,863,987,604
8088124.47710000,2658514.11340000,342,3,144,87,121,66,96,58,81,44,15,6,7,6,2160,840,852,821
8082115.65350000,2638385.18770000,343,3,150,86,111,61,100,57,74,41,16,7,8,5,2400,843,944,669
8075144.74260000,2637366.69560000,344,3,150,77,90,66,100,51,60,44,12,4,4,4,1800,528,435,541
8081935.77380000,2638224.66790000,345,3,150,100,139,64,100,67,93,42,6,6,7,4,900,828,966,599
8088117.87130000,2658553.39190000,346,3,148,87,121,66,99,58,81,44,16,6,6,6,2368,824,805,819
8090026.03570000,2659779.49280000,347,3,109,42,0,52,73,28,0,35,11,3,0,4,1199,282,0,402
8079967.72640000,2637723.44040000,348,3,150,84,121,68,100,56,81,45,5,3,5,2,750,407,450,342
8088147.92160000,2658512.46100000,349,3,148,83,121,68,99,56,81,45,15,6,6,6,2220,810,798,832
8088109.86820000,2658556.97540000,350,3,148,87,121,66,99,58,81,44,16,6,6,6,2368,824,805,819
8082113.61240000,2638404.90990000,351,3,142,83,103,61,95,55,69,41,16,7,8,5,2272,789,880,648
8075136.89880000,2637393.81430000,352,3,150,84,112,64,100,56,75,43,12,4,4,4,1800,558,450,528
8081994.35780000,2638068.82830000,353,3,150,85,111,65,100,57,74,43,9,6,6,5,1350,742,690,656
8082116.53730000,2638348.76490000,354,3,150,95,121,59,100,63,81,39,11,8,9,5,1650,1001,1089,698
8079821.24180000,2633550.48650000,355,3,88,89,112,61,59,59,75,41,7,4,6,3,616,542,672,379
8081952.95900000,2638221.13650000,356,3,150,99,139,63,100,66,93,42,7,6,7,4,1050,857,1016,615
8090047.11930000,2659774.05000000,357,3,136,40,0,52,91,27,0,35,11,3,0,3,1496,273,0,402
8085963.21750000,2655208.99060000,358,3,82,26,0,48,55,18,0,32,5,2,0,3,410,159,0,325
8081989.38880000,2638062.57000000,359,3,150,85,111,65,100,57,74,43,9,6,6,5,1350,742,690,656
8070699.36000000,2631338.87870000,360,3,145,92,117,59,97,61,78,39,11,5,4,4,1595,591,512,505
8088170.25860000,2658551.01550000,361,3,148,87,123,67,99,58,82,45,20,6,6,6,2960,825,816,822
8075126.71830000,2637399.24680000,362,3,147,88,118,63,98,58,79,42,10,5,4,4,1470,572,472,519
8089932.44310000,2660154.15950000,363,3,142,38,0,52,95,26,0,35,4,2,0,2,568,161,0,223
8088140.73440000,2658545.13390000,364,3,145,87,123,67,97,58,82,44,20,6,6,6,2900,829,816,818
8088147.37980000,2658520.19560000,365,3,148,86,121,67,99,57,81,45,20,6,6,6,2960,823,816,826
8088332.60550000,2658670.99560000,366,3,150,40,0,60,100,27,0,40,12,3,0,4,1800,332,0,525
8081951.70730000,2638185.01390000,367,3,150,104,138,61,100,69,92,40,7,7,7,4,1050,891,1036,605
8081974.99350000,2638051.80800000,368,3,150,84,109,64,100,56,73,43,9,5,6,4,1350,696,645,644
8088143.62030000,2658558.92490000,369,3,147,87,123,66,98,58,82,44,20,6,6,6,2940,829,805,816
8082112.10810000,2638322.15620000,370,3,145,104,130,55,97,70,87,37,9,9,9,5,1305,1127,1242,682
8088120.70460000,2658562.16900000,371,3,147,86,121,66,98,57,81,44,16,6,6,6,2352,813,768,819
8088158.41350000,2658515.04740000,372,3,148,83,121,68,99,56,81,45,15,6,6,6,2220,810,798,832
8079978.60130000,2637730.33590000,373,3,150,88,127,66,100,59,85,44,5,3,5,2,750,427,500,333
8088341.55270000,2658687.05640000,374,3,147,40,0,60,98,27,0,40,10,3,0,4,1470,329,0,525
8081992.89350000,2638074.35150000,375,3,150,87,114,64,100,58,76,43,10,6,6,5,1500,774,726,659
8081974.37260000,2638056.90830000,376,3,148,85,112,64,99,57,75,43,8,5,6,4,1184,685,618,639
8088148.97650000,2658529.54210000,377,3,148,86,121,67,99,57,81,45,20,6,6,6,2960,823,816,826
8082116.82410000,2638333.26630000,378,3,148,102,127,56,99,68,85,37,9,8,9,5,1332,1081,1176,679
8089931.42620000,2660161.45010000,379,3,103,39,0,53,69,26,0,35,4,2,0,2,412,163,0,225
8081989.80490000,2638062.51740000,380,3,150,85,111,65,100,57,74,43,9,6,6,5,1350,742,690,656
8074598.42830000,2639770.10570000,381,3,93,109,139,56,62,73,93,37,5,4,5,2,465,553,600,329
8075386.23350000,2648647.30820000,382,3,99,36,0,51,66,24,0,34,5,2,0,3,495,192,0,300
8079952.62500000,2637719.24800000,383,3,150,84,121,67,100,56,81,45,4,3,5,2,600,412,450,343
8081947.83120000,2638171.04020000,384,3,150,104,139,61,100,70,93,41,9,6,7,4,1350,873,1000,603
8081941.73220000,2638218.03080000,385,3,150,101,139,63,100,67,93,42,6,6,7,4,900,852,987,607
8075172.81930000,2637366.66300000,386,3,150,62,43,65,100,41,29,44,12,4,3,4,1800,461,198,558
8088338.51590000,2658684.13680000,387,3,147,40,0,60,98,27,0,40,10,3,0,4,1470,329,0,525
8081954.62940000,2638181.69420000,388,3,150,104,138,61,100,69,92,40,7,7,7,4,1050,891,1036,605
8089902.86180000,2660141.59260000,389,3,130,39,0,51,87,26,0,34,5,2,0,2,650,163,0,217
8075190.60300000,2637363.98190000,390,3,126,57,0,64,84,38,0,43,12,4,0,4,1512,433,0,555
8088152.70310000,2658521.69240000,391,3,148,86,121,67,99,57,81,45,20,6,6,6,2960,823,816,826
8073820.35080000,2637989.81990000,392,3,150,25,0,48,100,17,0,32,8,2,0,4,1200,233,0,464
8081933.56300000,2638175.00640000,393,3,150,104,138,61,100,69,92,41,9,6,7,4,1350,852,966,601
8081972.39860000,2638059.38790000,394,3,148,85,112,64,99,57,75,43,8,5,6,4,1184,685,618,639
8081940.08700000,2638180.50170000,395,3,150,104,139,61,100,70,93,41,9,6,7,4,1350,873,1000,603
8081940.61320000,2638177.60900000,396,3,150,104,139,61,100,70,93,41,9,6,7,4,1350,873,1000,603
8075186.13150000,2637352.60580000,397,3,96,54,0,64,64,36,0,43,11,3,0,4,1056,418,0,558
8081943.06450000,2638181.78320000,398,3,150,104,139,61,100,69,93,41,6,6,7,4,900,873,1008,600
8081938.29770000,2638191.12320000,399,3,150,104,139,61,100,69,93,41,6,6,7,4,900,873,1008,600
8079995.32680000,2637740.85760000,400,3,150,92,130,65,100,61,87,43,5,3,5,2,750,450,585,329
8088173.42120000,2658547.33760000,401,3,148,84,120,67,99,56,80,45,20,6,6,6,2960,808,768,830
8085956.03760000,2655212.87130000,402,3,84,28,0,49,56,19,0,33,5,2,0,3,420,173,0,333
8090046.49570000,2659788.54630000,403,3,142,41,0,52,95,27,0,35,11,3,0,4,1562,277,0,402
8088144.03440000,2658509.65110000,404,3,147,85,121,67,98,57,81,45,15,6,6,6,2205,823,824,826
8090028.46940000,2659787.04320000,405,3,127,42,0,52,85,28,0,35,11,3,0,4,1397,281,0,402
8075027.27560000,2637290.71680000,406,3,150,69,70,64,100,46,47,43,6,4,4,4,900,439,320,479
8070624.51410000,2631099.24950000,407,3,144,70,79,61,96,47,53,40,5,3,3,3,720,372,333,360
8081956.05880000,2638175.39190000,408,3,150,104,138,60,100,70,92,40,10,7,7,4,1500,892,1036,606
8088126.11900000,2658568.30560000,409,3,142,87,121,66,95,58,81,44,20,6,6,6,2840,824,798,816
8070625.02850000,2631104.05350000,410,3,144,70,79,61,96,47,53,40,5,3,3,3,720,372,333,360
8080026.22260000,2637633.19070000,411,3,150,80,105,69,100,53,70,46,3,3,4,3,450,395,450,355
8079824.45180000,2633551.07570000,412,3,112,91,112,60,75,61,75,40,7,5,6,3,784,553,684,371
8081951.37390000,2638207.43160000,413,3,150,102,138,62,100,68,92,41,7,6,7,4,1050,880,1026,609
8079950.02600000,2637720.88990000,414,3,150,84,121,67,100,56,81,45,4,3,5,2,600,412,450,343
8075144.67180000,2637370.29910000,415,3,150,77,90,66,100,51,60,44,12,4,4,4,1800,528,435,541
8085949.51110000,2655207.36580000,416,3,84,28,0,49,56,19,0,33,5,2,0,3,420,173,0,333
8081941.34320000,2638207.41130000,417,3,150,102,139,62,100,68,93,41,6,6,7,4,900,863,987,604
8079980.69970000,2637727.55360000,418,3,150,88,127,66,100,59,85,44,5,3,5,2,750,427,500,333
8088115.47380000,2658542.82620000,419,3,150,89,123,66,100,59,82,44,16,6,6,6,2400,843,846,817
8079994.22880000,2637729.30760000,420,3,150,89,129,66,100,60,86,44,5,3,5,2,750,434,540,332
8081942.09150000,2638173.80130000,421,3,150,104,139,61,100,70,93,41,9,6,7,4,1350,873,1000,603
8088145.70760000,2658547.49640000,422,3,145,87,123,67,97,58,82,44,20,6,6,6,2900,829,816,818
8075145.70350000,2637369.70700000,423,3,150,77,90,66,100,51,60,44,12,4,4,4,1800,528,435,541
8079963.25060000,2637722.19230000,424,3,150,84,121,68,100,56,81,45,5,3,5,2,750,407,450,342
8088155.77220000,2658530.95790000,425,3,148,86,121,67,99,57,81,45,20,6,6,6,2960,823,816,826
8075171.95360000,2637367.99830000,426,3,150,62,43,65,100,41,29,44,12,4,3,4,1800,461,198,558
8082280.16320000,2638294.38970000,427,3,91,95,130,64,61,63,87,43,4,6,8,5,364,854,973,671
8080041.65900000,2637635.96940000,428,3,150,83,120,69,100,55,80,46,3,3,4,3,450,409,495,357
8088160.78390000,2658516.87450000,429,3,148,81,115,68,99,54,77,46,15,6,6,6,2220,794,756,837
8088138.56390000,2658503.29310000,430,3,148,84,120,67,99,56,80,45,10,6,7,6,1480,826,846,828
8088154.34310000,2658556.50850000,431,3,147,87,123,67,98,58,82,45,20,6,6,6,2940,831,824,819
8088154.12620000,2658544.12870000,432,3,145,87,123,67,97,58,82,45,20,6,6,6,2900,833,834,821
8080009.55530000,2637626.09750000,433,3,150,76,94,70,100,51,63,46,3,3,3,3,450,382,450,368
8088153.98450000,2658559.19150000,434,3,147,88,123,66,98,59,82,44,20,6,6,6,2940,837,824,815
8088107.82340000,2658519.44420000,435,3,148,88,123,66,99,58,82,44,13,6,6,6,1924,846,852,822
8082114.96530000,2638380.63070000,436,3,150,89,114,61,100,59,76,40,16,7,8,5,2400,897,1020,684
8075136.89140000,2637380.73960000,437,3,150,81,106,65,100,54,71,43,12,4,4,4,1800,547,450,535
8088155.94810000,2658505.55330000,438,3,148,83,121,68,99,56,81,45,15,6,6,6,2220,810,798,832
8081932.25580000,2638230.27830000,439,3,150,100,139,64,100,67,93,42,6,6,7,4,900,828,966,599
8070676.46430000,2631328.11520000,440,3,147,92,117,59,98,61,78,39,9,5,5,4,1323,616,592,506
8070625.35610000,2631311.54120000,441,3,145,90,117,62,97,60,78,41,9,5,6,4,1305,627,700,504
8081940.26940000,2638197.65360000,442,3,150,102,139,62,100,68,93,41,6,6,7,4,900,863,987,604
8081957.84110000,2638185.39460000,443,3,150,104,138,61,100,69,92,40,7,7,7,4,1050,891,1036,605
8088123.53870000,2658529.76140000,444,3,147,88,123,66,98,59,82,44,20,6,6,6,2940,843,846,818
8088127.52030000,2658550.96290000,445,3,144,88,123,66,96,58,82,44,20,6,6,6,2880,829,816,817
8075147.84150000,2637361.86800000,446,3,150,72,79,66,100,48,53,44,11,4,3,4,1650,507,384,549
8081933.62890000,2638211.89380000,447,3,150,101,139,63,100,68,93,42,7,6,7,4,1050,838,966,601
8081931.69730000,2638220.03750000,448,3,150,101,139,63,100,68,93,42,7,6,7,4,1050,838,966,601
8088150.23940000,2658535.87790000,449,3,145,87,123,67,97,58,82,45,20,6,6,6,2900,833,834,821
8070680.74550000,2631118.18430000,450,3,126,67,67,62,84,45,45,41,4,3,3,3,504,349,282,371
